Name;Station;Time(norwegian mean time);Mean global radiation (1 t);Mean longwave radiation (1 h)
Janssonhaugen Vest;SN99874;14.02.2020 23:00;0;194.08
Janssonhaugen Vest;SN99874;15.02.2020 00:00;0;195.81
Janssonhaugen Vest;SN99874;15.02.2020 01:00;0;195.51
Janssonhaugen Vest;SN99874;15.02.2020 02:00;0;204.09
Janssonhaugen Vest;SN99874;15.02.2020 03:00;0;210.17
Janssonhaugen Vest;SN99874;15.02.2020 04:00;0;212.02
Janssonhaugen Vest;SN99874;15.02.2020 05:00;0;211.39
Janssonhaugen Vest;SN99874;15.02.2020 06:00;0;210.74
Janssonhaugen Vest;SN99874;15.02.2020 07:00;0;212.22
Janssonhaugen Vest;SN99874;15.02.2020 08:00;0;210.85
Janssonhaugen Vest;SN99874;15.02.2020 09:00;0;207.99
Janssonhaugen Vest;SN99874;15.02.2020 10:00;0;210.46
Janssonhaugen Vest;SN99874;15.02.2020 11:00;0;210.56
Janssonhaugen Vest;SN99874;15.02.2020 12:00;0;212.14
Janssonhaugen Vest;SN99874;15.02.2020 13:00;0;216.96
Janssonhaugen Vest;SN99874;15.02.2020 14:00;0;218.79
Janssonhaugen Vest;SN99874;15.02.2020 15:00;0;220.01
Janssonhaugen Vest;SN99874;15.02.2020 16:00;0;220.62
Janssonhaugen Vest;SN99874;15.02.2020 17:00;0;222.76
Janssonhaugen Vest;SN99874;15.02.2020 18:00;0;221.3
Janssonhaugen Vest;SN99874;15.02.2020 19:00;0;217.07
Janssonhaugen Vest;SN99874;15.02.2020 20:00;0;218.4
Janssonhaugen Vest;SN99874;15.02.2020 21:00;0;220.7
Janssonhaugen Vest;SN99874;15.02.2020 22:00;0;224.08
Janssonhaugen Vest;SN99874;15.02.2020 23:00;0;226.36
Janssonhaugen Vest;SN99874;16.02.2020 00:00;0;229.09
Janssonhaugen Vest;SN99874;16.02.2020 01:00;0;230.1
Janssonhaugen Vest;SN99874;16.02.2020 02:00;0;233.25
Janssonhaugen Vest;SN99874;16.02.2020 03:00;0;233.25
Janssonhaugen Vest;SN99874;16.02.2020 04:00;0;230.1
Janssonhaugen Vest;SN99874;16.02.2020 05:00;0;231.33
Janssonhaugen Vest;SN99874;16.02.2020 06:00;0;231.5
Janssonhaugen Vest;SN99874;16.02.2020 07:00;0;231.58
Janssonhaugen Vest;SN99874;16.02.2020 08:00;0;233.8
Janssonhaugen Vest;SN99874;16.02.2020 09:00;0;234.51
Janssonhaugen Vest;SN99874;16.02.2020 10:00;0;234.65
Janssonhaugen Vest;SN99874;16.02.2020 11:00;0;234.58
Janssonhaugen Vest;SN99874;16.02.2020 12:00;0;234.89
Janssonhaugen Vest;SN99874;16.02.2020 13:00;0;234.72
Janssonhaugen Vest;SN99874;16.02.2020 14:00;0;234.84
Janssonhaugen Vest;SN99874;16.02.2020 15:00;0;234.39
Janssonhaugen Vest;SN99874;16.02.2020 16:00;0;233.39
Janssonhaugen Vest;SN99874;16.02.2020 17:00;0;233.65
Janssonhaugen Vest;SN99874;16.02.2020 18:00;0;229.85
Janssonhaugen Vest;SN99874;16.02.2020 19:00;0;226.93
Janssonhaugen Vest;SN99874;16.02.2020 20:00;0;221.53
Janssonhaugen Vest;SN99874;16.02.2020 21:00;0;218.89
Janssonhaugen Vest;SN99874;16.02.2020 22:00;0;219.18
Janssonhaugen Vest;SN99874;16.02.2020 23:00;0;243.67
Janssonhaugen Vest;SN99874;17.02.2020 00:00;0;242.95
Janssonhaugen Vest;SN99874;17.02.2020 01:00;0;242.61
Janssonhaugen Vest;SN99874;17.02.2020 02:00;0;241.26
Janssonhaugen Vest;SN99874;17.02.2020 03:00;0;241.15
Janssonhaugen Vest;SN99874;17.02.2020 04:00;0;238.89
Janssonhaugen Vest;SN99874;17.02.2020 05:00;0;236.97
Janssonhaugen Vest;SN99874;17.02.2020 06:00;0;239.9
Janssonhaugen Vest;SN99874;17.02.2020 07:00;0;236.73
Janssonhaugen Vest;SN99874;17.02.2020 08:00;0;235.81
Janssonhaugen Vest;SN99874;17.02.2020 09:00;0;238.16
Janssonhaugen Vest;SN99874;17.02.2020 10:00;0;239.4
Janssonhaugen Vest;SN99874;17.02.2020 11:00;0.89;239.67
Janssonhaugen Vest;SN99874;17.02.2020 12:00;3.84;234.83
Janssonhaugen Vest;SN99874;17.02.2020 13:00;7.28;239.64
Janssonhaugen Vest;SN99874;17.02.2020 14:00;5.04;245.31
Janssonhaugen Vest;SN99874;17.02.2020 15:00;0.81;247.09
Janssonhaugen Vest;SN99874;17.02.2020 16:00;0;238.97
Janssonhaugen Vest;SN99874;17.02.2020 17:00;0;236.89
Janssonhaugen Vest;SN99874;17.02.2020 18:00;0;237.84
Janssonhaugen Vest;SN99874;17.02.2020 19:00;0;236.64
Janssonhaugen Vest;SN99874;17.02.2020 20:00;0;241.43
Janssonhaugen Vest;SN99874;17.02.2020 21:00;0;239.11
Janssonhaugen Vest;SN99874;17.02.2020 22:00;0;237.45
Janssonhaugen Vest;SN99874;17.02.2020 23:00;0;233.58
Janssonhaugen Vest;SN99874;18.02.2020 00:00;0;229.06
Janssonhaugen Vest;SN99874;18.02.2020 01:00;0;207.86
Janssonhaugen Vest;SN99874;18.02.2020 02:00;0;201.2
Janssonhaugen Vest;SN99874;18.02.2020 03:00;0;201.2
Janssonhaugen Vest;SN99874;18.02.2020 04:00;0;201.16
Janssonhaugen Vest;SN99874;18.02.2020 05:00;0;200.27
Janssonhaugen Vest;SN99874;18.02.2020 06:00;0;200.05
Janssonhaugen Vest;SN99874;18.02.2020 07:00;0;199.5
Janssonhaugen Vest;SN99874;18.02.2020 08:00;0;196.99
Janssonhaugen Vest;SN99874;18.02.2020 09:00;0;196.21
Janssonhaugen Vest;SN99874;18.02.2020 10:00;0;198.75
Janssonhaugen Vest;SN99874;18.02.2020 11:00;0;197.64
Janssonhaugen Vest;SN99874;18.02.2020 12:00;0;193.48
Janssonhaugen Vest;SN99874;18.02.2020 13:00;0;191.14
Janssonhaugen Vest;SN99874;18.02.2020 14:00;0;188.55
Janssonhaugen Vest;SN99874;18.02.2020 15:00;0;185.11
Janssonhaugen Vest;SN99874;18.02.2020 16:00;0;184.84
Janssonhaugen Vest;SN99874;18.02.2020 17:00;0;186.84
Janssonhaugen Vest;SN99874;18.02.2020 18:00;0;187.85
Janssonhaugen Vest;SN99874;18.02.2020 19:00;0;189.42
Janssonhaugen Vest;SN99874;18.02.2020 20:00;0;188.46
Janssonhaugen Vest;SN99874;18.02.2020 21:00;0;192.51
Janssonhaugen Vest;SN99874;18.02.2020 22:00;0;194.19
Janssonhaugen Vest;SN99874;18.02.2020 23:00;0;196.18
Janssonhaugen Vest;SN99874;19.02.2020 00:00;0;199.77
Janssonhaugen Vest;SN99874;19.02.2020 01:00;0;199.46
Janssonhaugen Vest;SN99874;19.02.2020 02:00;0;204.51
Janssonhaugen Vest;SN99874;19.02.2020 03:00;0;205.46
Janssonhaugen Vest;SN99874;19.02.2020 04:00;0;205.88
Janssonhaugen Vest;SN99874;19.02.2020 05:00;0;209.5
Janssonhaugen Vest;SN99874;19.02.2020 06:00;0;210.24
Janssonhaugen Vest;SN99874;19.02.2020 07:00;0;209.83
Janssonhaugen Vest;SN99874;19.02.2020 08:00;0;212.25
Janssonhaugen Vest;SN99874;19.02.2020 09:00;0;211.65
Janssonhaugen Vest;SN99874;19.02.2020 10:00;0;211.17
Janssonhaugen Vest;SN99874;19.02.2020 11:00;0;211.19
Janssonhaugen Vest;SN99874;19.02.2020 12:00;0.24;210.85
Janssonhaugen Vest;SN99874;19.02.2020 13:00;10.87;231.43
Janssonhaugen Vest;SN99874;19.02.2020 14:00;5.22;239.2
Janssonhaugen Vest;SN99874;19.02.2020 15:00;1.19;239.91
Janssonhaugen Vest;SN99874;19.02.2020 16:00;0;240.78
Janssonhaugen Vest;SN99874;19.02.2020 17:00;0;240.64
Janssonhaugen Vest;SN99874;19.02.2020 18:00;0;239.87
Janssonhaugen Vest;SN99874;19.02.2020 19:00;0;240.19
Janssonhaugen Vest;SN99874;19.02.2020 20:00;0;239.75
Janssonhaugen Vest;SN99874;19.02.2020 21:00;0;240.17
Janssonhaugen Vest;SN99874;19.02.2020 22:00;0;242.67
Janssonhaugen Vest;SN99874;19.02.2020 23:00;0;244.81
Janssonhaugen Vest;SN99874;20.02.2020 00:00;0;245.72
Janssonhaugen Vest;SN99874;20.02.2020 01:00;0;245.23
Janssonhaugen Vest;SN99874;20.02.2020 02:00;0;245.15
Janssonhaugen Vest;SN99874;20.02.2020 03:00;0;244.96
Janssonhaugen Vest;SN99874;20.02.2020 04:00;0;243.69
Janssonhaugen Vest;SN99874;20.02.2020 05:00;0;242.25
Janssonhaugen Vest;SN99874;20.02.2020 06:00;0;241.27
Janssonhaugen Vest;SN99874;20.02.2020 07:00;0;244.63
Janssonhaugen Vest;SN99874;20.02.2020 08:00;0;242.39
Janssonhaugen Vest;SN99874;20.02.2020 09:00;0;241.66
Janssonhaugen Vest;SN99874;20.02.2020 10:00;2.49;244.47
Janssonhaugen Vest;SN99874;20.02.2020 11:00;8.22;246.76
Janssonhaugen Vest;SN99874;20.02.2020 12:00;14.64;238.64
Janssonhaugen Vest;SN99874;20.02.2020 13:00;13.5;248.68
Janssonhaugen Vest;SN99874;20.02.2020 14:00;7.32;244.82
Janssonhaugen Vest;SN99874;20.02.2020 15:00;2.7;244.34
Janssonhaugen Vest;SN99874;20.02.2020 16:00;0;241.71
Janssonhaugen Vest;SN99874;20.02.2020 17:00;0;237.33
Janssonhaugen Vest;SN99874;20.02.2020 18:00;0;236.5
Janssonhaugen Vest;SN99874;20.02.2020 19:00;0;237.64
Janssonhaugen Vest;SN99874;20.02.2020 20:00;0;236.03
Janssonhaugen Vest;SN99874;20.02.2020 21:00;0;237.08
Janssonhaugen Vest;SN99874;20.02.2020 22:00;0;234.14
Janssonhaugen Vest;SN99874;20.02.2020 23:00;0;232.51
Janssonhaugen Vest;SN99874;21.02.2020 00:00;0;232.17
Janssonhaugen Vest;SN99874;21.02.2020 01:00;0;228.72
Janssonhaugen Vest;SN99874;21.02.2020 02:00;0;227.69
Janssonhaugen Vest;SN99874;21.02.2020 03:00;0;227.32
Janssonhaugen Vest;SN99874;21.02.2020 04:00;0;225.88
Janssonhaugen Vest;SN99874;21.02.2020 05:00;0;224.19
Janssonhaugen Vest;SN99874;21.02.2020 06:00;0;221.6
Janssonhaugen Vest;SN99874;21.02.2020 07:00;0;218.41
Janssonhaugen Vest;SN99874;21.02.2020 08:00;0;216.83
Janssonhaugen Vest;SN99874;21.02.2020 09:00;0;215.23
Janssonhaugen Vest;SN99874;21.02.2020 10:00;0;215.76
Janssonhaugen Vest;SN99874;21.02.2020 11:00;2.92;216.9
Janssonhaugen Vest;SN99874;21.02.2020 12:00;5.99;217.19
Janssonhaugen Vest;SN99874;21.02.2020 13:00;7.98;217.3
Janssonhaugen Vest;SN99874;21.02.2020 14:00;5.67;216.85
Janssonhaugen Vest;SN99874;21.02.2020 15:00;1.59;214.83
Janssonhaugen Vest;SN99874;21.02.2020 16:00;0;214.09
Janssonhaugen Vest;SN99874;21.02.2020 17:00;0;221.18
Janssonhaugen Vest;SN99874;21.02.2020 18:00;0;222.32
Janssonhaugen Vest;SN99874;21.02.2020 19:00;0;222.82
Janssonhaugen Vest;SN99874;21.02.2020 20:00;0;223.16
Janssonhaugen Vest;SN99874;21.02.2020 21:00;0;222.98
Janssonhaugen Vest;SN99874;21.02.2020 22:00;0;222.56
Janssonhaugen Vest;SN99874;21.02.2020 23:00;0;222.81
Janssonhaugen Vest;SN99874;22.02.2020 00:00;0;223.84
Janssonhaugen Vest;SN99874;22.02.2020 01:00;0;224.79
Janssonhaugen Vest;SN99874;22.02.2020 02:00;0;225.29
Janssonhaugen Vest;SN99874;22.02.2020 03:00;0;225.67
Janssonhaugen Vest;SN99874;22.02.2020 04:00;0;225.33
Janssonhaugen Vest;SN99874;22.02.2020 05:00;0;226.24
Janssonhaugen Vest;SN99874;22.02.2020 06:00;0;227.81
Janssonhaugen Vest;SN99874;22.02.2020 07:00;0;229.73
Janssonhaugen Vest;SN99874;22.02.2020 08:00;0;231.95
Janssonhaugen Vest;SN99874;22.02.2020 09:00;0;231.69
Janssonhaugen Vest;SN99874;22.02.2020 10:00;0.21;230.49
Janssonhaugen Vest;SN99874;22.02.2020 11:00;4.28;229.08
Janssonhaugen Vest;SN99874;22.02.2020 12:00;7.52;228.85
Janssonhaugen Vest;SN99874;22.02.2020 13:00;8.64;228.09
Janssonhaugen Vest;SN99874;22.02.2020 14:00;8.35;229.86
Janssonhaugen Vest;SN99874;22.02.2020 15:00;2.85;229.25
Janssonhaugen Vest;SN99874;22.02.2020 16:00;0;227.95
Janssonhaugen Vest;SN99874;22.02.2020 17:00;0;227.24
Janssonhaugen Vest;SN99874;22.02.2020 18:00;0;225.92
Janssonhaugen Vest;SN99874;22.02.2020 19:00;0;225.13
Janssonhaugen Vest;SN99874;22.02.2020 20:00;0;221.89
Janssonhaugen Vest;SN99874;22.02.2020 21:00;0;217.33
Janssonhaugen Vest;SN99874;22.02.2020 22:00;0;217.34
Janssonhaugen Vest;SN99874;22.02.2020 23:00;0;216.97
Janssonhaugen Vest;SN99874;23.02.2020 00:00;0;215.62
Janssonhaugen Vest;SN99874;23.02.2020 01:00;0;213.79
Janssonhaugen Vest;SN99874;23.02.2020 02:00;0;212.68
Janssonhaugen Vest;SN99874;23.02.2020 03:00;0;211.75
Janssonhaugen Vest;SN99874;23.02.2020 04:00;0;210.94
Janssonhaugen Vest;SN99874;23.02.2020 05:00;0;211.56
Janssonhaugen Vest;SN99874;23.02.2020 06:00;0;210.68
Janssonhaugen Vest;SN99874;23.02.2020 07:00;0;211.59
Janssonhaugen Vest;SN99874;23.02.2020 08:00;0;219.06
Janssonhaugen Vest;SN99874;23.02.2020 09:00;0;222.46
Janssonhaugen Vest;SN99874;23.02.2020 10:00;2.13;222.12
Janssonhaugen Vest;SN99874;23.02.2020 11:00;7.39;220.75
Janssonhaugen Vest;SN99874;23.02.2020 12:00;9.74;221.61
Janssonhaugen Vest;SN99874;23.02.2020 13:00;11.02;221.02
Janssonhaugen Vest;SN99874;23.02.2020 14:00;8.44;221.96
Janssonhaugen Vest;SN99874;23.02.2020 15:00;2.93;222.65
Janssonhaugen Vest;SN99874;23.02.2020 16:00;0;225.81
Janssonhaugen Vest;SN99874;23.02.2020 17:00;0;225.68
Janssonhaugen Vest;SN99874;23.02.2020 18:00;0;225.56
Janssonhaugen Vest;SN99874;23.02.2020 19:00;0;225.38
Janssonhaugen Vest;SN99874;23.02.2020 20:00;0;225.77
Janssonhaugen Vest;SN99874;23.02.2020 21:00;0;225.25
Janssonhaugen Vest;SN99874;23.02.2020 22:00;0;224.83
Janssonhaugen Vest;SN99874;23.02.2020 23:00;0;225.25
Janssonhaugen Vest;SN99874;24.02.2020 00:00;0;226.28
Janssonhaugen Vest;SN99874;24.02.2020 01:00;0;225.7
Janssonhaugen Vest;SN99874;24.02.2020 02:00;0;226.35
Janssonhaugen Vest;SN99874;24.02.2020 03:00;0;226.76
Janssonhaugen Vest;SN99874;24.02.2020 04:00;0;226.27
Janssonhaugen Vest;SN99874;24.02.2020 05:00;0;226.28
Janssonhaugen Vest;SN99874;24.02.2020 06:00;0;228
Janssonhaugen Vest;SN99874;24.02.2020 07:00;0;229.16
Janssonhaugen Vest;SN99874;24.02.2020 08:00;0;228.66
Janssonhaugen Vest;SN99874;24.02.2020 09:00;0;228.05
Janssonhaugen Vest;SN99874;24.02.2020 10:00;2.4;227.91
Janssonhaugen Vest;SN99874;24.02.2020 11:00;8.05;229.6
Janssonhaugen Vest;SN99874;24.02.2020 12:00;11.39;231.86
Janssonhaugen Vest;SN99874;24.02.2020 13:00;11.67;232.66
Janssonhaugen Vest;SN99874;24.02.2020 14:00;9.49;234.74
Janssonhaugen Vest;SN99874;24.02.2020 15:00;4.67;232.79
Janssonhaugen Vest;SN99874;24.02.2020 16:00;0;227.72
Janssonhaugen Vest;SN99874;24.02.2020 17:00;0;233.23
Janssonhaugen Vest;SN99874;24.02.2020 18:00;0;233.28
Janssonhaugen Vest;SN99874;24.02.2020 19:00;0;230.16
Janssonhaugen Vest;SN99874;24.02.2020 20:00;0;231.89
Janssonhaugen Vest;SN99874;24.02.2020 21:00;0;231.23
Janssonhaugen Vest;SN99874;24.02.2020 22:00;0;234.07
Janssonhaugen Vest;SN99874;24.02.2020 23:00;0;234.49
Janssonhaugen Vest;SN99874;25.02.2020 00:00;0;235.3
Janssonhaugen Vest;SN99874;25.02.2020 01:00;0;236.29
Janssonhaugen Vest;SN99874;25.02.2020 02:00;0;234.88
Janssonhaugen Vest;SN99874;25.02.2020 03:00;0;232.22
Janssonhaugen Vest;SN99874;25.02.2020 04:00;0;231.51
Janssonhaugen Vest;SN99874;25.02.2020 05:00;0;232.86
Janssonhaugen Vest;SN99874;25.02.2020 06:00;0;235.49
Janssonhaugen Vest;SN99874;25.02.2020 07:00;0;236.02
Janssonhaugen Vest;SN99874;25.02.2020 08:00;0;236.35
Janssonhaugen Vest;SN99874;25.02.2020 09:00;0.66;235.37
Janssonhaugen Vest;SN99874;25.02.2020 10:00;5.37;234.72
Janssonhaugen Vest;SN99874;25.02.2020 11:00;11.7;235.01
Janssonhaugen Vest;SN99874;25.02.2020 12:00;16.35;234.26
Janssonhaugen Vest;SN99874;25.02.2020 13:00;13.9;233.65
Janssonhaugen Vest;SN99874;25.02.2020 14:00;10.9;232.73
Janssonhaugen Vest;SN99874;25.02.2020 15:00;4.36;231.25
Janssonhaugen Vest;SN99874;25.02.2020 16:00;0.56;231.88
Janssonhaugen Vest;SN99874;25.02.2020 17:00;0;229.99
Janssonhaugen Vest;SN99874;25.02.2020 18:00;0;230
Janssonhaugen Vest;SN99874;25.02.2020 19:00;0;228.65
Janssonhaugen Vest;SN99874;25.02.2020 20:00;0;226.02
Janssonhaugen Vest;SN99874;25.02.2020 21:00;0;226.94
Janssonhaugen Vest;SN99874;25.02.2020 22:00;0;227.02
Janssonhaugen Vest;SN99874;25.02.2020 23:00;0;224.71
Janssonhaugen Vest;SN99874;26.02.2020 00:00;0;223.81
Janssonhaugen Vest;SN99874;26.02.2020 01:00;0;222.37
Janssonhaugen Vest;SN99874;26.02.2020 02:00;0;220.96
Janssonhaugen Vest;SN99874;26.02.2020 03:00;0;221.19
Janssonhaugen Vest;SN99874;26.02.2020 04:00;0;219.86
Janssonhaugen Vest;SN99874;26.02.2020 05:00;0;219.93
Janssonhaugen Vest;SN99874;26.02.2020 06:00;0;221.15
Janssonhaugen Vest;SN99874;26.02.2020 07:00;0;221.95
Janssonhaugen Vest;SN99874;26.02.2020 08:00;0;222.04
Janssonhaugen Vest;SN99874;26.02.2020 09:00;0.31;221.61
Janssonhaugen Vest;SN99874;26.02.2020 10:00;3.54;221.72
Janssonhaugen Vest;SN99874;26.02.2020 11:00;9.03;221.61
Janssonhaugen Vest;SN99874;26.02.2020 12:00;12.55;221.81
Janssonhaugen Vest;SN99874;26.02.2020 13:00;10.57;220.66
Janssonhaugen Vest;SN99874;26.02.2020 14:00;6.62;218.11
Janssonhaugen Vest;SN99874;26.02.2020 15:00;3.66;217.37
Janssonhaugen Vest;SN99874;26.02.2020 16:00;0.12;215.76
Janssonhaugen Vest;SN99874;26.02.2020 17:00;0;215.83
Janssonhaugen Vest;SN99874;26.02.2020 18:00;0;215.18
Janssonhaugen Vest;SN99874;26.02.2020 19:00;0;216.64
Janssonhaugen Vest;SN99874;26.02.2020 20:00;0;217.54
Janssonhaugen Vest;SN99874;26.02.2020 21:00;0;218.08
Janssonhaugen Vest;SN99874;26.02.2020 22:00;0;219.17
Janssonhaugen Vest;SN99874;26.02.2020 23:00;0;217.58
Janssonhaugen Vest;SN99874;27.02.2020 00:00;0;215.99
Janssonhaugen Vest;SN99874;27.02.2020 01:00;0;216.08
Janssonhaugen Vest;SN99874;27.02.2020 02:00;0;214.33
Janssonhaugen Vest;SN99874;27.02.2020 03:00;0;215.4
Janssonhaugen Vest;SN99874;27.02.2020 04:00;0;213.05
Janssonhaugen Vest;SN99874;27.02.2020 05:00;0;211.12
Janssonhaugen Vest;SN99874;27.02.2020 06:00;0;209.6
Janssonhaugen Vest;SN99874;27.02.2020 07:00;0;208.99
Janssonhaugen Vest;SN99874;27.02.2020 08:00;0;208.91
Janssonhaugen Vest;SN99874;27.02.2020 09:00;0.13;208.13
Janssonhaugen Vest;SN99874;27.02.2020 10:00;5.84;209.27
Janssonhaugen Vest;SN99874;27.02.2020 11:00;12.46;209.03
Janssonhaugen Vest;SN99874;27.02.2020 12:00;15.38;207.45
Janssonhaugen Vest;SN99874;27.02.2020 13:00;15.41;205.89
Janssonhaugen Vest;SN99874;27.02.2020 14:00;12.41;206.08
Janssonhaugen Vest;SN99874;27.02.2020 15:00;7.32;206.06
Janssonhaugen Vest;SN99874;27.02.2020 16:00;1.16;205.05
Janssonhaugen Vest;SN99874;27.02.2020 17:00;0;204.84
Janssonhaugen Vest;SN99874;27.02.2020 18:00;0;205.38
Janssonhaugen Vest;SN99874;27.02.2020 19:00;0;205.32
Janssonhaugen Vest;SN99874;27.02.2020 20:00;0;204.49
Janssonhaugen Vest;SN99874;27.02.2020 21:00;0;204.15
Janssonhaugen Vest;SN99874;27.02.2020 22:00;0;205.26
Janssonhaugen Vest;SN99874;27.02.2020 23:00;0;205.07
Janssonhaugen Vest;SN99874;28.02.2020 00:00;0;206.3
Janssonhaugen Vest;SN99874;28.02.2020 01:00;0;206.48
Janssonhaugen Vest;SN99874;28.02.2020 02:00;0;206.22
Janssonhaugen Vest;SN99874;28.02.2020 03:00;0;206.26
Janssonhaugen Vest;SN99874;28.02.2020 04:00;0;206.62
Janssonhaugen Vest;SN99874;28.02.2020 05:00;0;207.56
Janssonhaugen Vest;SN99874;28.02.2020 06:00;0;207.05
Janssonhaugen Vest;SN99874;28.02.2020 07:00;0;207.49
Janssonhaugen Vest;SN99874;28.02.2020 08:00;0;207.54
Janssonhaugen Vest;SN99874;28.02.2020 09:00;1.36;206.65
Janssonhaugen Vest;SN99874;28.02.2020 10:00;6.4;208.98
Janssonhaugen Vest;SN99874;28.02.2020 11:00;12.94;210.38
Janssonhaugen Vest;SN99874;28.02.2020 12:00;15.64;210.7
Janssonhaugen Vest;SN99874;28.02.2020 13:00;14.45;210.35
Janssonhaugen Vest;SN99874;28.02.2020 14:00;11.94;211.03
Janssonhaugen Vest;SN99874;28.02.2020 15:00;7.65;210.2
Janssonhaugen Vest;SN99874;28.02.2020 16:00;2.33;207.94
Janssonhaugen Vest;SN99874;28.02.2020 17:00;0;207.85
Janssonhaugen Vest;SN99874;28.02.2020 18:00;0;207.1
Janssonhaugen Vest;SN99874;28.02.2020 19:00;0;208.18
Janssonhaugen Vest;SN99874;28.02.2020 20:00;0;209.81
Janssonhaugen Vest;SN99874;28.02.2020 21:00;0;210.49
Janssonhaugen Vest;SN99874;28.02.2020 22:00;0;211.77
Janssonhaugen Vest;SN99874;28.02.2020 23:00;0;212.63
Janssonhaugen Vest;SN99874;29.02.2020 00:00;0;212.1
Janssonhaugen Vest;SN99874;29.02.2020 01:00;0;212.19
Janssonhaugen Vest;SN99874;29.02.2020 02:00;0;212.56
Janssonhaugen Vest;SN99874;29.02.2020 03:00;0;213.38
Janssonhaugen Vest;SN99874;29.02.2020 04:00;0;214.82
Janssonhaugen Vest;SN99874;29.02.2020 05:00;0;215.59
Janssonhaugen Vest;SN99874;29.02.2020 06:00;0;217.24
Janssonhaugen Vest;SN99874;29.02.2020 07:00;0;219.1
Janssonhaugen Vest;SN99874;29.02.2020 08:00;0;219.35
Janssonhaugen Vest;SN99874;29.02.2020 09:00;2.08;221.75
Janssonhaugen Vest;SN99874;29.02.2020 10:00;8.07;221.09
Janssonhaugen Vest;SN99874;29.02.2020 11:00;17.11;223.84
Janssonhaugen Vest;SN99874;29.02.2020 12:00;15.19;223.74
Janssonhaugen Vest;SN99874;29.02.2020 13:00;15.87;225.25
Janssonhaugen Vest;SN99874;29.02.2020 14:00;15.31;226.04
Janssonhaugen Vest;SN99874;29.02.2020 15:00;12.32;227.94
Janssonhaugen Vest;SN99874;29.02.2020 16:00;4.54;228.38
Janssonhaugen Vest;SN99874;29.02.2020 17:00;0;228
Janssonhaugen Vest;SN99874;29.02.2020 18:00;0;228.58
Janssonhaugen Vest;SN99874;29.02.2020 19:00;0;229.58
Janssonhaugen Vest;SN99874;29.02.2020 20:00;0;232.61
Janssonhaugen Vest;SN99874;29.02.2020 21:00;0;233.6
Janssonhaugen Vest;SN99874;29.02.2020 22:00;0;233.5
Janssonhaugen Vest;SN99874;29.02.2020 23:00;0;232.73
Janssonhaugen Vest;SN99874;01.03.2020 00:00;0;232.82
Janssonhaugen Vest;SN99874;01.03.2020 01:00;0;231.48
Janssonhaugen Vest;SN99874;01.03.2020 02:00;0;230.46
Janssonhaugen Vest;SN99874;01.03.2020 03:00;0;230.17
Janssonhaugen Vest;SN99874;01.03.2020 04:00;0;229.07
Janssonhaugen Vest;SN99874;01.03.2020 05:00;0;226.4
Janssonhaugen Vest;SN99874;01.03.2020 06:00;0;223.89
Janssonhaugen Vest;SN99874;01.03.2020 07:00;0;222.49
Janssonhaugen Vest;SN99874;01.03.2020 08:00;0;222.59
Janssonhaugen Vest;SN99874;01.03.2020 09:00;2.87;225.13
Janssonhaugen Vest;SN99874;01.03.2020 10:00;12.79;225.76
Janssonhaugen Vest;SN99874;01.03.2020 11:00;20.56;223.75
Janssonhaugen Vest;SN99874;01.03.2020 12:00;27.82;221.79
Janssonhaugen Vest;SN99874;01.03.2020 13:00;36.55;219.49
Janssonhaugen Vest;SN99874;01.03.2020 14:00;32.8;216.65
Janssonhaugen Vest;SN99874;01.03.2020 15:00;14.4;213.22
Janssonhaugen Vest;SN99874;01.03.2020 16:00;4.5;212.28
Janssonhaugen Vest;SN99874;01.03.2020 17:00;0;209.26
Janssonhaugen Vest;SN99874;01.03.2020 18:00;0;206.46
Janssonhaugen Vest;SN99874;01.03.2020 19:00;0;203.86
Janssonhaugen Vest;SN99874;01.03.2020 20:00;0;204.07
Janssonhaugen Vest;SN99874;01.03.2020 21:00;0;202.82
Janssonhaugen Vest;SN99874;01.03.2020 22:00;0;208.52
Janssonhaugen Vest;SN99874;01.03.2020 23:00;0;212.68
Janssonhaugen Vest;SN99874;02.03.2020 00:00;0;219.5
Janssonhaugen Vest;SN99874;02.03.2020 01:00;0;222.62
Janssonhaugen Vest;SN99874;02.03.2020 02:00;0;224.52
Janssonhaugen Vest;SN99874;02.03.2020 03:00;0;228.09
Janssonhaugen Vest;SN99874;02.03.2020 04:00;0;230.99
Janssonhaugen Vest;SN99874;02.03.2020 05:00;0;229.72
Janssonhaugen Vest;SN99874;02.03.2020 06:00;0;227.15
Janssonhaugen Vest;SN99874;02.03.2020 07:00;0;227.87
Janssonhaugen Vest;SN99874;02.03.2020 08:00;0;226.53
Janssonhaugen Vest;SN99874;02.03.2020 09:00;3.76;224.27
Janssonhaugen Vest;SN99874;02.03.2020 10:00;11.69;224.11
Janssonhaugen Vest;SN99874;02.03.2020 11:00;18.47;225.21
Janssonhaugen Vest;SN99874;02.03.2020 12:00;21.47;224.79
Janssonhaugen Vest;SN99874;02.03.2020 13:00;25.31;223.7
Janssonhaugen Vest;SN99874;02.03.2020 14:00;19.96;223.73
Janssonhaugen Vest;SN99874;02.03.2020 15:00;14.71;223.24
Janssonhaugen Vest;SN99874;02.03.2020 16:00;5.3;223.29
Janssonhaugen Vest;SN99874;02.03.2020 17:00;0;223.35
Janssonhaugen Vest;SN99874;02.03.2020 18:00;0;222.12
Janssonhaugen Vest;SN99874;02.03.2020 19:00;0;219.83
